subject_id,subject_slug,subject_type,subject_characters,deprecated_meaning_hint,deprecated_meaning_mnemonic,deprecated_meanings,deprecated_reading_hint,deprecated_reading_mnemonic
2400,遷,Kanji,遷,"Imagine how cool your transition from a helicopter, down a water slide, right onto the back of a big cobra would be!","If you slide out of a [radical]helicopter[/radical] down a [radical]water slide[/radical] and onto the back of a [radical]big[/radical] [radical]cobra[/radical], you've just made the coolest [kanji]transition[/kanji] of anyone in history. Can you think of a better transition than that? I can't. ","","Imagine if after all those other stunts you had transitioned into a centaur too. Darn, that would have been better!","The only way that [kanji]transition[/kanji] could have been cooler is if you turned into a [reading]cen[/reading]taur ([ja]せん[/ja]) at the end. Centaurs are kind of like half transitioned creatures themselves, actually. Half horse, half person."
633,前,Kanji,前,"Perhaps it's some kind of magic, but you don't care. Why are these strange objects always in front of me? Why won't they stay put? This will get pretty freaky after a while. Try to run. Try to hide. Spin around. Do whatever you need to do. No matter what, these objects are always in front.","You find some [radical]horns[/radical], some [radical]ribs[/radical], and some [radical]moon[/radical] rock on the [radical]ground[/radical] in [kanji]front[/kanji] of you. When you try to move, they always rotate around with you, staying right in front. You can't escape these objects, for some reason. 

This kanji also means [kanji]before[/kanji], too. Something that's in front of you is before you, after all.","",Go ahead and do some Zen Buddhist meditation. Maybe it'll help you to remember this kanji's reading better (and calm your mind so you're ready for the next kanji!).,"You're going crazy with these things in [kanji]front[/kanji] of you all the time. You finally seek the help of a [reading]Zen[/reading] master, who tells you that meditation will save you from this curse. You try it out, and sure enough, the objects are gone! It worked!"
881,然,Kanji,然,Imagine yourself out in nature looking up at the moon. It’s a beautiful sight and makes you think of how small you really are compared to everything else in nature.,"The [radical]moon[/radical], a [radical]dog[/radical], and a [radical]fish tail[/radical] are all things that can be found in [kanji]nature[/kanji]. The moon in the sky, dogs in lots of homes, and fish tails on, you guessed it, fish. Nature is amazing!","",Imagine you are a Zen practitioner and picture yourself in the Zen trance. Imagine yourself traveling through nature like a breeze. Visualize all the scenery you see.,"While you are out in [kanji]nature[/kanji] meditating on nature, you drift into a [reading]Zen[/reading] ([ja]ぜん[/ja]) trance. While in this Zen trance you become one with nature."
1047,禅,Kanji,禅,"Just imagine this pelican witch doctor. As he meditates in a state of Zen nirvana, he holds a shrunken head and mumbles meditation chants. Smell the stench of the shrunken head as you listen to him chant.","A [radical]witch doctor[/radical] [radical]pelican[/radical] is a [kanji]Zen[/kanji] master, studying [kanji]Zen Buddhism[/kanji] and meditating every day. One would think that being a witch doctor would conflict with practicing Zen Buddhism, but this pelican has reached such a pure level of Zen that something like this is entirely possible.","","Picture the pelican again but this time really listen to what he is chanting. He’s saying, “Zennn… zennnn… zennnn.” Imagine this in your head to help remember this kanji.","The reading for this kanji is [reading]zen[/reading] ([ja]ぜん[/ja]), just like the [kanji]Zen[/kanji] in [kanji]Zen Buddhism[/kanji]. Pretty easy to remember, no? Just remember that the reading is the same as the meaning. It’s easy!"
1489,祖,Kanji,祖,"Imagine meeting a long dead ancestor in the form of a top hat wearing pelican! Quick, ask him if there are any health conditions in your family you should know about.","You come across a [radical]pelican[/radical] wearing a [radical]top hat[/radical] and it claims to be one of your [kanji]ancestor[/kanji]s reborn. Normally you wouldn't believe any old pelican that claimed to be a dead ancestor, but this one is wearing a top hat... so it must be telling the truth!","",Your ancestor had a so-so life when he was a human and now he's having a so-so life as a pelican. At least he looks dapper in that hat!,"You ask your [kanji]ancestor[/kanji] pelican how life is now that he's, well you know, a pelican. The pelican shrugs and says, ""Eh, it's [reading]so[/reading]-so ([ja]そ[/ja])."" Now that you think about it, he must have had a so-so life to be reborn as a so-so pelican."
1779,措,Kanji,措,"You can imagine what's outside waiting for you (that would require setting aside a nailbat), but the important thing is you feel the relief from finding the nailbat that your past self put there. What a good thinker you were. You set it aside for yourself in the future, knowing this day would come!","A [radical]nailbat[/radical] from [radical]long ago[/radical]. You remember this nailbat. It is a nailbat which you [kanji]set aside[/kanji] for this very purpose! It's dusty and old and from long ago, but you knew this day would come. You pick up the nailbat and go outside.","","So, feel a little disappointed by the so-so quality, but it should still work, hopefully.","But, you're also disappointed. The nailbat you [kanji]set aside[/kanji] was a pretty [reading]so[/reading]-so ([ja]そ[/ja]) nailbat. Not even the highest quality. Sure, you didn't have as much money back then, but if you saw this was going to happen in the future, wouldn't you want to go all out?"
1972,阻,Kanji,阻,Imagine trying to go to dinner when a top hat wearing butcher jumps out and steals your wallet. He thwarted your dinner plans! Noooo!,"Beware if you see a [radical]butcher[/radical] in a [radical]top hat[/radical] wandering around. He'll try to [kanji]thwart[/kanji] all your plans! I mean, just look at him over there. He's definitely up to something. Better get out of here before he tries to thwart your plans too!","",This so-so night could have been a so awesome night if your plans hadn't been thwarted.,"Your plans were [kanji]thwart[/kanji]ed, and now you're having a [reading]so[/reading]-so ([ja]そ[/ja]) night. It's not awful, because your date paid for dinner instead. But that wasn't your plan! Now the it feels so-so to you. "
1960,租,Kanji,租,"Imagine a top hat wearing man pointing at all of your pine trees and explaining how much the tariff will be. You have to pay it right away, he says. Darn.",Someone in a [radical]top hat[/radical] comes up to you and tells you that all the [radical]pine[/radical] trees in your yard are going to be taxed from now on because of a new [kanji]tariff[/kanji] that's been enacted. You can put a tariff on trees? Only pine trees? You didn't know that. But this guy does have a very official looking top hat. Top hatted people do seem like they're associated with tariffs.,"",Imagine being happy that someone called your trees so-so because it means you don't have to deal with such a high tariff. Cool! I guess...,"As he's telling you about the [kanji]tariff[/kanji], he happily tells you that your pine trees are just [reading]so[/reading]-so ([ja]そ[/ja]). That means you don't have to pay as much as people with really nice pine trees. That's a relief I guess. It's a good thing you never took care of your pine trees because they lowered how much of the tariff you have to pay now!"
2243,疎,Kanji,疎,"Imagine your sadness to see the ent you've been neglecting is now a sparse coat rack, sitting outside your door. ","An [radical]ent[/radical] will give up on life and become a [radical]coat rack[/radical] if you [kanji]neglect[/kanji] it. Ents need lots of love and care. You have to water them, fertilize and prune them, but you didn't and now your friend the ent is a [kanji]sparse[/kanji] stick-turned coat rack. How dare you.","","Your neglect caused this so-so coatrack to be rooted outside your house. This is your own fault, you know.","The sad part isn't even that you [kanji]neglect[/kanji]ed your friend the ent so much that it became a coat rack. It's that it's not even a good looking coat rack. It's just a [kanji]sparse[/kanji] [reading]so[/reading]-so ([ja]そ[/ja]) coat rack. Do you see how your neglect did this? You should have paid it more attention, or at least showed it what a coat rack should have looked like so when it gave up on life it would have looked better than so-so."
734,送,Kanji,送,"Feel the water on the slide rushing around you, the wind in your face blowing your hair across the horns on your head. You feel bad about not getting into heaven, but at least you have this cool waterslide to send you on your way.","If you have [radical]horns[/radical], you won’t get into [radical]heaven[/radical], but there will be a [radical]water slide[/radical] that will [kanji]send[/kanji] you down into the underworld. No one with horns is allowed into heaven. Too bad. At least you get to ride a waterslide. Waterslides are fun.","",Imagine how awful this would be. Sewing clothes back together for eternity? Your hands would be all cramped and in pain all day. Plus you’d probably poke yourself with a needle. Sewing is lame!,Do you know what your punishment is in the underworld? You have to [reading]sew[/reading] ([ja]そう[/ja]) and patch old clothes by hand for eternity. Then you [kanji]send[/kanji] them away where they get ripped and sent back to you. The pile of clothing for you to sew is never-ending. What a drag.
